0.45 CG1304-PA 10 19553993 19554881 0 6.19554263.19554392.6.19552342.19552486 6 19554263 19554392 6 19552342 19552486 | 10 
0.37 CG31391-PA 8332 14544617 14546325 0 3.14546976.14547280.3.14545686.14546000 3 14546976 14547280 3 14545686 14546000 | 18 
0.00 CG1412-PA 8349 19076632 19115213 0 6.19101607.19101749.6.19101586.19101739 6 19101607 19101749 6 19101586 19101739 | 3 
1.0 CG8012-PA 8378 8018363 8019014 1 2.8025547.8025609.2.8006114.8006255 2 8025547 8025609 2 8006114 8006255 | 4 
1.0 CG3227-PA 8382 2463809 2465528 1 0.2472258.2472529.0.2463036.2463313 0 2472258 2472529 0 2463036 2463313 | 12 
1.0 CG15643-PA 8415 14633980 14635726 1 6.14635607.14635886.6.14617497.14617584 6 14635607 14635886 6 14617497 14617584 | 1 2 3 5 6 10 11 16 19 20 
0.04 CG11600-PB 8436 12695017 12696335 1 3.12696296.12696476.3.12696279.12696454 3 12696296 12696476 3 12696279 12696454 | 8 14 
1.0 CG11600-PB 8436 12695017 12696335 1 3.12697200.12697515.3.12694264.12695132 3 12697200 12697515 3 12694264 12695132 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.14 CG32703-PA 8438 8702924 8709196 0 6.8703747.8703815.6.8700230.8700328 6 8703747 8703815 6 8700230 8700328 | 8 11 
0.01 CG32703-PA 8438 8702924 8709196 0 6.8703749.8703822.6.8703745.8703812 6 8703749 8703822 6 8703745 8703812 | 1 10 
0.40 CG15307-PA 8449 9710855 9721907 1 6.9715184.9715280.6.9706272.9706482 6 9715184 9715280 6 9706272 9706482 | 2 20 
1.0 CG4097-PA 8470 16203018 16204042 1 2.16204330.16204452.2.16202997.16203229 2 16204330 16204452 2 16202997 16203229 | 16 
0.31 CG17525-PA 8492 14960712 14961497 1 1.14960636.14960953.1.14955030.14955357 1 14960636 14960953 1 14955030 14955357 | 8 15 
0.13 CG8439-PA 8496 8767705 8770455 0 1.8768588.8768739.1.8768377.8768521 1 8768588 8768739 1 8768377 8768521 | 19 
0.08 CG14105-PA 8521 13121029 13121796 1 2.13121783.13122104.2.13121734.13122054 2 13121783 13122104 2 13121734 13122054 | 6 
0.05 CG4626-PB 8544 6592789 6596797 1 6.6597289.6597620.6.6596587.6596896 6 6597289 6597620 6 6596587 6596896 | 9 
0.96 CG9689-PA 8557 9312563 9313521 0 6.9313311.9313627.6.9312603.9313000 6 9313311 9313627 6 9312603 9313000 | 3 
0.37 CG32252-PA 8590 4181764 4182810 1 2.4185119.4185415.2.4182425.4182712 2 4185119 4185415 2 4182425 4182712 | 4 
0.02 CG1486-PB 8676 19927907 19932012 0 6.19933609.19933936.6.19931912.19932222 6 19933609 19933936 6 19931912 19932222 | 7 
0.13 CG3955-PA 8695 9687509 9688649 0 1.9687378.9687651.1.9686889.9687054 1 9687378 9687651 1 9686889 9687054 | 8 16 
0.47 CG1387-PA 8698 7849931 7853797 1 6.7851478.7851763.6.7849677.7850000 6 7851478 7851763 6 7849677 7850000 | 1 
0.01 CG33466-PA 8714 11781682 11798664 0 1.11785604.11785772.1.11785574.11785753 1 11785604 11785772 1 11785574 11785753 | 10 
0.02 CG33466-PA 8714 11781682 11798664 0 1.11785956.11786108.1.11785821.11786100 1 11785956 11786108 1 11785821 11786100 | 3 6 15 
0.02 CG33466-PA 8714 11781682 11798664 0 1.11786348.11786586.1.11786197.11786378 1 11786348 11786586 1 11786197 11786378 | 20 
0.07 CG33466-PA 8714 11781682 11798664 0 1.11787761.11788523.1.11787381.11788496 1 11787761 11788523 1 11787381 11788496 | 11 17 20 
0.45 CG33115-PA 8723 13545345 13547031 1 0.13551937.13552279.0.13546280.13546601 0 13551937 13552279 0 13546280 13546601 | 2 3 5 13 14 18 19 
1.0 CG15098-PA 8725 15369276 15370645 1 1.15373139.15373361.1.15368904.15369127 1 15373139 15373361 1 15368904 15369127 | 8 
0.16 CG1273-PB 8746 4223505 4239724 0 2.4228247.4229062.2.4226525.4226957 2 4228247 4229062 2 4226525 4226957 | 3 4 9 11 20 
0.97 CG10146-PA 8765 11337837 11338647 0 1.11339423.11339645.1.11337864.11338029 1 11339423 11339645 1 11337864 11338029 | 1 14 
0.87 CG11209-PA 8774 16713477 16715281 0 1.16714875.16715086.1.16713520.16713799 1 16714875 16715086 1 16713520 16713799 | 6 
0.22 CG1332-PA 8806 4176687 4184071 0 2.4185119.4185415.2.4182425.4182712 2 4185119 4185415 2 4182425 4182712 | 4 
0.91 CG14523-PA 8831 24065334 24067534 1 3.24069893.24070128.3.24065532.24065822 3 24069893 24070128 3 24065532 24065822 | 14 
0.03 CG31534-PD 8865 477919 484417 0 3.479043.479142.3.478967.479050 3 479043 479142 3 478967 479050 | 4 
0.28 CG17754-PA 8948 8690726 8696091 0 6.8696840.8697294.6.8694573.8695009 6 8696840 8697294 6 8694573 8695009 | 6 
0.04 CG8086-PE 8952 7971906 7980752 0 0.7976079.7976334.0.7975974.7976302 0 7976079 7976334 0 7975974 7976302 | 10 17 
0.80 CG12193-PA 8963 1457954 1459384 0 0.1460114.1460323.0.1458239.1458329 0 1460114 1460323 0 1458239 1458329 | 2 
0.02 CG12193-PA 8963 1457954 1459384 0 0.1461352.1461505.0.1459358.1459704 0 1461352 1461505 0 1459358 1459704 | 10 
0.04 CG6014-PA 8989 20897089 20938593 0 2.20906089.20906405.2.20904548.20904850 2 20906089 20906405 2 20904548 20904850 | 11 
0.63 CG31335-PA 8993 17207758 17208965 1 3.17210242.17210589.3.17208204.17208464 3 17210242 17210589 3 17208204 17208464 | 8 
0.03 CG4200-PA 9064 15354696 15360710 1 6.15354550.15354878.6.15351613.15351931 6 15354550 15354878 6 15351613 15351931 | 16 
0.83 CG9460-PA 9073 3639885 3641799 1 1.3641159.3641475.1.3638141.3638426 1 3641159 3641475 1 3638141 3638426 | 14 
0.21 CG5847-PA 9084 19978978 19986057 0 2.19982574.19982760.2.19981261.19981317 2 19982574 19982760 2 19981261 19981317 | 9 
0.40 CG31075-PA 9093 22270946 22273820 0 3.22273530.22273682.3.22272521.22272685 3 22273530 22273682 3 22272521 22272685 | 6 
0.12 CG31536-PE 9105 663174 696503 0 3.696626.697054.3.692538.692797 3 696626 697054 3 692538 692797 | 2 
0.83 CG8681-PB 9133 20643598 20648767 0 0.20650633.20650994.0.20644468.20644809 0 20650633 20650994 0 20644468 20644809 | 5 
0.02 CG33062-PA 21 19090110 19094729 1 2.19094636.19094865.2.19094621.19094843 2 19094636 19094865 2 19094621 19094843 | 19 
0.93 CG32213-PB 41 19115774 19118926 1 2.19118491.19118713.2.19115280.19115489 2 19118491 19118713 2 19115280 19115489 | 4 15 
0.03 CG8507-PA 43 15415793 15417441 1 3.15417397.15417593.3.15417389.15417581 3 15417397 15417593 3 15417389 15417581 | 13 
0.79 CG7058-PB 47 17617909 17623245 0 6.17623681.17623953.6.17619037.17619333 6 17623681 17623953 6 17619037 17619333 | 19 
0.16 CG3619-PA 67 6111504 6134711 0 3.6116461.6116779.3.6113035.6113286 3 6116461 6116779 3 6113035 6113286 | 18 
0.12 CG30103-PA 107 14028975 14031197 1 1.14028878.14029245.1.14027170.14027521 1 14028878 14029245 1 14027170 14027521 | 6 
0.43 CG6923-PA 143 13525314 13530296 1 3.13527191.13527472.3.13524577.13524862 3 13527191 13527472 3 13524577 13524862 | 12 
0.69 CG17752-PA 148 5828254 5830465 0 3.5829416.5829777.3.5822109.5822457 3 5829416 5829777 3 5822109 5822457 | 8 9 15 
1.0 CG17752-PA 148 5828254 5830465 1 3.5832750.5832844.3.5822195.5822302 3 5832750 5832844 3 5822195 5822302 | 9 15 
0.68 CG30469-PB 161 12049703 12055672 0 1.12054728.12054825.1.12050794.12050945 1 12054728 12054825 1 12050794 12050945 | 4 
0.31 CG7678-PA 163 7061400 7064368 0 3.7066801.7067181.3.7063437.7063663 3 7066801 7067181 3 7063437 7063663 | 9 
0.92 CG32208-PB 169 19115774 19118981 1 2.19118491.19118713.2.19115280.19115489 2 19118491 19118713 2 19115280 19115489 | 4 15 
0.43 CG12691-PA 197 3858695 3859384 0 6.3860306.3860485.6.3859088.3859409 6 3860306 3860485 6 3859088 3859409 | 1 2 3 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 
0.40 CG7139-PA 200 21577344 21581953 1 2.21583381.21583683.2.21580118.21580419 2 21583381 21583683 2 21580118 21580419 | 1 4 5 12 14 16 17 
0.34 CG15797-PA 220 8696436 8698988 1 6.8696840.8697294.6.8694573.8695009 6 8696840 8697294 6 8694573 8695009 | 6 
0.13 CG4067-PB 257 14546382 14553078 0 3.14546976.14547280.3.14545686.14546000 3 14546976 14547280 3 14545686 14546000 | 18 
0.10 CG34402-PC 258 12882972 12899722 0 3.12884268.12884563.3.12880752.12881032 3 12884268 12884563 3 12880752 12881032 | 8 
0.01 CG8887-PA 269 19234283 19242335 0 2.19234260.19234359.2.19234240.19234351 2 19234260 19234359 2 19234240 19234351 | 12 
0.01 CG1674-PH 275 200626 214054 0 4.204551.204706.4.204545.204704 4 204551 204706 4 204545 204704 | 2 4 9 10 13 14 18 
0.94 CG7034-PA 283 4369103 4371875 1 3.4371408.4371721.3.4366499.4366815 3 4371408 4371721 3 4366499 4366815 | 7 
0.09 CG1623-PD 293 6493498 6502149 0 1.6500057.6500271.1.6499497.6499696 1 6500057 6500271 1 6499497 6499696 | 16 
0.02 CG33988-PA 302 21058605 21088695 0 1.21061528.21061883.1.21061391.21061829 1 21061528 21061883 1 21061391 21061829 | 2 8 10 11 17 20 
0.05 CG2174-PD 331 10290737 10315704 0 6.10303550.10303822.6.10302504.10302606 6 10303550 10303822 6 10302504 10302606 | 3 
0.45 CG2174-PD 331 10290737 10315704 0 6.10322892.10323004.6.10304482.10304777 6 10322892 10323004 6 10304482 10304777 | 5 6 12 14 
0.53 CG2174-PD 331 10290737 10315704 0 6.10322903.10323255.6.10302508.10302707 6 10322903 10323255 6 10302508 10302707 | 8 
0.46 CG2174-PD 331 10290737 10315704 0 6.10322907.10322987.6.10304124.10304230 6 10322907 10322987 6 10304124 10304230 | 20 
0.07 CG9380-PC 358 21517619 21522817 0 1.21517655.21517959.1.21517361.21517662 1 21517655 21517959 1 21517361 21517662 | 10 
1.0 CG32214-PB 375 19115835 19116228 1 2.19118491.19118713.2.19115280.19115489 2 19118491 19118713 2 19115280 19115489 | 4 15 
1.0 CG12224-PA 400 13299571 13300766 1 3.13300927.13301412.3.13298851.13299533 3 13300927 13301412 3 13298851 13299533 | 4 6 7 9 11 12 13 14 17 
0.24 CG4433-PA 442 5437853 5440600 1 3.5438302.5438512.3.5436655.5436906 3 5438302 5438512 3 5436655 5436906 | 20 
1.0 CG6950-PA 444 13452177 13454214 1 3.13454643.13454925.3.13451797.13452164 3 13454643 13454925 3 13451797 13452164 | 4 
0.16 CG4845-PA 459 5432566 5437409 1 3.5438302.5438512.3.5436655.5436906 3 5438302 5438512 3 5436655 5436906 | 20 
0.03 CG12179-PD 470 4215340 4221283 0 6.4215413.4215528.6.4213588.4213665 6 4215413 4215528 6 4213588 4213665 | 16 
0.38 CG12179-PD 470 4215340 4221283 0 6.4217268.4218438.6.4216151.4217017 6 4217268 4218438 6 4216151 4217017 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.73 CG10170-PA 474 18900557 18906665 0 3.18905655.18906029.3.18901587.18902263 3 18905655 18906029 3 18901587 18902263 | 1 2 3 4 5 6 7 8 10 11 14 15 18 
0.68 CG10170-PA 474 18900557 18906665 1 3.18906318.18906695.3.18902495.18902828 3 18906318 18906695 3 18902495 18902828 | 13 17 
0.53 CG5925-PA 514 12850927 12852595 0 3.12851680.12851812.3.12842698.12842794 3 12851680 12851812 3 12842698 12842794 | 20 
1.0 CG9633-PA 528 16876429 16878795 1 3.16884038.16884309.3.16873392.16873576 3 16884038 16884309 3 16873392 16873576 | 13 
0.61 CG7635-PA 551 17983636 17985666 0 6.17987038.17987172.6.17984419.17984543 6 17987038 17987172 6 17984419 17984543 | 6 
0.48 CG7635-PA 551 17983636 17985666 0 6.17987121.17987197.6.17984697.17984778 6 17987121 17987197 6 17984697 17984778 | 10 
0.53 CG42821-PA 569 8021717 8023114 0 3.8022882.8022971.3.8022235.8022395 3 8022882 8022971 3 8022235 8022395 | 12 
0.67 CG11598-PB 592 12696605 12697973 0 3.12697200.12697515.3.12694264.12695132 3 12697200 12697515 3 12694264 12695132 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.60 CG4937-PC 651 15942634 15949853 0 6.15950409.15950724.6.15945545.15945851 6 15950409 15950724 6 15945545 15945851 | 19 
1.0 CG31509-PA 672 4612432 4613087 1 3.4612995.4613096.3.4611138.4611285 3 4612995 4613096 3 4611138 4611285 | 12 
0.06 CG42232-PB 675 8954564 8966357 0 3.8959353.8959726.3.8959011.8959190 3 8959353 8959726 3 8959011 8959190 | 18 
0.02 CG42232-PB 675 8954564 8966357 0 3.8960301.8960495.3.8960287.8960484 3 8960301 8960495 3 8960287 8960484 | 12 
0.13 CG4525-PA 676 9643019 9646275 1 3.9650148.9650256.3.9645856.9645990 3 9650148 9650256 3 9645856 9645990 | 15 
0.41 CG2941-PA 684 3528740 3538154 0 6.3533758.3534060.6.3530174.3530481 6 3533758 3534060 6 3530174 3530481 | 8 13 16 18 
0.43 CG2941-PA 684 3528740 3538154 0 6.3535637.3535740.6.3531690.3531810 6 3535637 3535740 6 3531690 3531810 | 18 
0.48 CG2941-PA 684 3528740 3538154 0 6.3537838.3538041.6.3533496.3533809 6 3537838 3538041 6 3533496 3533809 | 2 
0.36 CG5148-PA 691 8342631 8346304 0 3.8343694.8343950.3.8341150.8341406 3 8343694 8343950 3 8341150 8341406 | 11 
0.06 CG33156-PE 732 10097808 10102164 0 1.10098929.10099177.1.10098916.10099169 1 10098929 10099177 1 10098916 10099169 | 6 
0.13 CG18547-PA 738 13301180 13302977 1 3.13300927.13301412.3.13298851.13299533 3 13300927 13301412 3 13298851 13299533 | 4 6 7 9 11 12 13 14 17 
0.05 CG11608-PB 747 12692868 12694334 1 3.12697200.12697515.3.12694264.12695132 3 12697200 12697515 3 12694264 12695132 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.66 CG13678-PA 761 8025037 8025906 1 2.8025547.8025609.2.8006114.8006255 2 8025547 8025609 2 8006114 8006255 | 4 
1.0 CG16727-PA 785 5824908 5827304 1 3.5829416.5829777.3.5822109.5822457 3 5829416 5829777 3 5822109 5822457 | 8 9 15 
1.0 CG16727-PA 785 5824908 5827304 1 3.5832750.5832844.3.5822195.5822302 3 5832750 5832844 3 5822195 5822302 | 9 15 
0.84 CG5611-PA 786 22885341 22886854 1 3.22887920.22888188.3.22885586.22885827 3 22887920 22888188 3 22885586 22885827 | 3 
0.08 CG5939-PA 791 8515488 8527975 0 2.8515452.8516515.2.8502674.8503589 2 8515452 8516515 2 8502674 8503589 | 8 10 
0.03 CG5939-PA 791 8515488 8527975 0 2.8515565.8515880.2.8506169.8506941 2 8515565 8515880 2 8506169 8506941 | 16 
0.15 CG5939-PA 791 8515488 8527975 0 2.8517117.8517417.2.8502361.8502927 2 8517117 8517417 2 8502361 8502927 | 8 
0.21 CG5939-PA 791 8515488 8527975 0 2.8517931.8518113.2.8506219.8506430 2 8517931 8518113 2 8506219 8506430 | 1 
0.28 CG5939-PA 791 8515488 8527975 0 2.8518013.8519020.2.8505092.8506139 2 8518013 8519020 2 8505092 8506139 | 2 8 11 
0.23 CG5939-PA 791 8515488 8527975 0 2.8518155.8518355.2.8508456.8508876 2 8518155 8518355 2 8508456 8508876 | 8 
0.29 CG5939-PA 791 8515488 8527975 0 2.8518667.8519120.2.8497461.8498059 2 8518667 8519120 2 8497461 8498059 | 8 
0.30 CG5939-PA 791 8515488 8527975 0 2.8518772.8519186.2.8500624.8500772 2 8518772 8519186 2 8500624 8500772 | 1 
0.29 CG5939-PA 791 8515488 8527975 0 2.8518777.8519133.2.8506253.8506919 2 8518777 8519133 2 8506253 8506919 | 13 
0.31 CG5939-PA 791 8515488 8527975 0 2.8518887.8519388.2.8502448.8503253 2 8518887 8519388 2 8502448 8503253 | 8 
0.33 CG5939-PA 791 8515488 8527975 0 2.8519049.8519586.2.8504341.8504719 2 8519049 8519586 2 8504341 8504719 | 8 
0.38 CG5939-PA 791 8515488 8527975 0 2.8519459.8520189.2.8500848.8501422 2 8519459 8520189 2 8500848 8501422 | 11 
0.40 CG5939-PA 791 8515488 8527975 0 2.8520297.8520531.2.8500705.8501011 2 8520297 8520531 2 8500705 8501011 | 2 
0.44 CG5939-PA 791 8515488 8527975 0 2.8520302.8520938.2.8506776.8507738 2 8520302 8520938 2 8506776 8507738 | 1 
0.44 CG5939-PA 791 8515488 8527975 0 2.8520627.8520944.2.8504443.8505167 2 8520627 8520944 2 8504443 8505167 | 8 
0.49 CG5939-PA 791 8515488 8527975 0 2.8521181.8521640.2.8500872.8501546 2 8521181 8521640 2 8500872 8501546 | 10 
0.54 CG5939-PA 791 8515488 8527975 0 2.8521285.8522177.2.8505627.8506574 2 8521285 8522177 2 8505627 8506574 | 8 13 
0.52 CG5939-PA 791 8515488 8527975 0 2.8521316.8521943.2.8500015.8500622 2 8521316 8521943 2 8500015 8500622 | 2 
0.50 CG5939-PA 791 8515488 8527975 0 2.8521399.8521697.2.8497398.8498626 2 8521399 8521697 2 8497398 8498626 | 8 
0.57 CG5939-PA 791 8515488 8527975 0 2.8522363.8522666.2.8500416.8500977 2 8522363 8522666 2 8500416 8500977 | 8 
0.61 CG5939-PA 791 8515488 8527975 0 2.8522665.8523089.2.8504448.8504908 2 8522665 8523089 2 8504448 8504908 | 10 
0.67 CG5939-PA 791 8515488 8527975 0 2.8523294.8523810.2.8508231.8508724 2 8523294 8523810 2 8508231 8508724 | 4 
0.75 CG5939-PA 791 8515488 8527975 0 2.8523601.8524857.2.8505317.8506307 2 8523601 8524857 2 8505317 8506307 | 1 8 
0.85 CG5939-PA 791 8515488 8527975 0 2.8524267.8526072.2.8502756.8503632 2 8524267 8526072 2 8502756 8503632 | 13 
0.80 CG5939-PA 791 8515488 8527975 0 2.8524938.8525442.2.8502118.8502457 2 8524938 8525442 2 8502118 8502457 | 1 
0.86 CG5939-PA 791 8515488 8527975 0 2.8525769.8526265.2.8508383.8508564 2 8525769 8526265 2 8508383 8508564 | 2 
0.88 CG5939-PA 791 8515488 8527975 0 2.8526404.8526534.2.8501627.8501861 2 8526404 8526534 2 8501627 8501861 | 8 
0.07 CG3937-PG 801 8315447 8343122 0 3.8343694.8343950.3.8341150.8341406 3 8343694 8343950 3 8341150 8341406 | 11 
0.49 CG33012-PB 811 8960032 8963455 0 1.8965988.8966253.1.8961795.8962095 1 8965988 8966253 1 8961795 8962095 | 14 
1.0 CG42448-PA 826 15177872 15178601 1 0.15179197.15179600.0.15177593.15177886 0 15179197 15179600 0 15177593 15177886 | 3 
0.03 CG34393-PA 829 3048330 3073172 0 0.3049739.3050029.0.3049187.3049466 0 3049739 3050029 0 3049187 3049466 | 8 
0.03 CG12184-PA 830 4215332 4221203 0 6.4215413.4215528.6.4213588.4213665 6 4215413 4215528 6 4213588 4213665 | 16 
0.39 CG12184-PA 830 4215332 4221203 0 6.4217268.4218438.6.4216151.4217017 6 4217268 4218438 6 4216151 4217017 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
0.18 CG17227-PA 834 12884066 12886851 1 3.12884268.12884563.3.12880752.12881032 3 12884268 12884563 3 12880752 12881032 | 8 
0.02 CG7918-PA 953 17043443 17071512 0 3.17048941.17049108.3.17048544.17048678 3 17048941 17049108 3 17048544 17048678 | 16 
0.12 CG7918-PA 953 17043443 17071512 0 3.17064887.17065041.3.17061683.17062024 3 17064887 17065041 3 17061683 17062024 | 15 
0.08 CG10240-PA 962 11462554 11464318 0 1.11466347.11466660.1.11464170.11464508 1 11466347 11466660 1 11464170 11464508 | 2 
0.52 CG10240-PA 962 11462554 11464318 0 1.11466942.11467239.1.11463409.11463707 1 11466942 11467239 1 11463409 11463707 | 11 
0.04 CG6203-PA 989 15112835 15121559 0 3.15121352.15121661.3.15121183.15121504 3 15121352 15121661 3 15121183 15121504 | 16 
0.18 CG5685-PA 1005 4463080 4499971 0 3.4469631.4469843.3.4462120.4462444 3 4469631 4469843 3 4462120 4462444 | 15 
0.01 CG5685-PA 1005 4463080 4499971 0 3.4498656.4498793.3.4498462.4498538 3 4498656 4498793 3 4498462 4498538 | 4 
0.19 CG13005-PA 1041 15799413 15801569 0 6.15801009.15801361.6.15800951.15801284 6 15801009 15801361 6 15800951 15801284 | 11 
0.06 CG11638-PA 1071 809856 821698 0 6.815940.816572.6.815864.816557 6 815940 816572 6 815864 816557 | 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 
0.84 CG7538-PA 1079 16872907 16876020 1 3.16884038.16884309.3.16873392.16873576 3 16884038 16884309 3 16873392 16873576 | 13 
1.0 CG6005-PA 1098 6408070 6409374 1 3.6411482.6411791.3.6407130.6407404 3 6411482 6411791 3 6407130 6407404 | 16 
0.66 CG3523-PB 1162 2937604 2947368 1 0.2943926.2944012.0.2931797.2932019 0 2943926 2944012 0 2931797 2932019 | 1 4 7 8 10 14 
0.06 CG10211-PA 1191 18078365 18092865 0 0.18081169.18081499.0.18080640.18080955 0 18081169 18081499 0 18080640 18080955 | 10 
0.21 CG31988-PA 1195 20634693 20638370 0 0.20637479.20637756.0.20636991.20637303 0 20637479 20637756 0 20636991 20637303 | 13 
1.0 CG14232-PA 1235 18486854 18489195 1 6.18492395.18492601.6.18486719.18486973 6 18492395 18492601 6 18486719 18486973 | 16 
0.89 CG5760-PA 1241 4366226 4368607 1 3.4371408.4371721.3.4366499.4366815 3 4371408 4371721 3 4366499 4366815 | 7 
0.82 CG33337-PB 1284 18960165 18962962 1 3.18965771.18966455.3.18960678.18961167 3 18965771 18966455 3 18960678 18961167 | 4 10 13 
0.57 CG33337-PB 1284 18960165 18962962 1 3.18966521.18967215.3.18961360.18962320 3 18966521 18967215 3 18961360 18962320 | 3 9 
0.79 CG5196-PA 1287 12877567 12880868 0 3.12879927.12880163.3.12876230.12876465 3 12879927 12880163 3 12876230 12876465 | 20 
0.04 CG5196-PA 1287 12877567 12880868 1 3.12884268.12884563.3.12880752.12881032 3 12884268 12884563 3 12880752 12881032 | 8 
0.67 CG32754-PA 1303 5728273 5730650 0 6.5729620.5729860.6.5725985.5726115 6 5729620 5729860 6 5725985 5726115 | 12 
0.84 CG7941-PA 1309 10628787 10631109 0 2.10632360.10632459.2.10629164.10629304 2 10632360 10632459 2 10629164 10629304 | 19 
0.01 CG8312-PA 1317 15576256 15609725 0 3.15583641.15583900.3.15583465.15583698 3 15583641 15583900 3 15583465 15583698 | 7 
0.51 CG6231-PA 1358 5819662 5824685 0 3.5829416.5829777.3.5822109.5822457 3 5829416 5829777 3 5822109 5822457 | 8 9 15 
0.50 CG6231-PA 1358 5819662 5824685 0 3.5832750.5832844.3.5822195.5822302 3 5832750 5832844 3 5822195 5822302 | 9 15 
0.28 CG7914-PA 1415 17986489 17987587 0 6.17986460.17986800.6.17986419.17986669 6 17986460 17986800 6 17986419 17986669 | 4 
0.62 CG7914-PA 1415 17986489 17987587 0 6.17987038.17987172.6.17984419.17984543 6 17987038 17987172 6 17984419 17984543 | 6 
0.65 CG7914-PA 1415 17986489 17987587 0 6.17987121.17987197.6.17984697.17984778 6 17987121 17987197 6 17984697 17984778 | 10 
0.54 CG5023-PA 1462 5297842 5303341 0 3.5301838.5302166.3.5299171.5299481 3 5301838 5302166 3 5299171 5299481 | 16 
0.06 CG34361-PE 1501 4555921 4581298 0 1.4559982.4560302.1.4558741.4559065 1 4559982 4560302 1 4558741 4559065 | 6 
0.64 CG15864-PB 1522 16890903 16895367 0 3.16893182.16893884.3.16891031.16891812 3 16893182 16893884 3 16891031 16891812 | 6 
0.62 CG31450-PA 1534 16588398 16589076 0 3.16588775.16589187.3.16588657.16588969 3 16588775 16589187 3 16588657 16588969 | 9 
0.35 CG5524-PA 1558 19552003 19556461 1 3.19560103.19560392.3.19554914.19555197 3 19560103 19560392 3 19554914 19555197 | 19 
1.0 CG14230-PA 1572 18489210 18491760 1 6.18492395.18492601.6.18486719.18486973 6 18492395 18492601 6 18486719 18486973 | 16 
0.23 CG4335-PA 1576 5070657 5071884 0 3.5071635.5071920.3.5071599.5071899 3 5071635 5071920 3 5071599 5071899 | 12 
0.02 CG1483-PB 1582 27143575 27155485 0 3.27143834.27144074.3.27143809.27144067 3 27143834 27144074 3 27143809 27144067 | 6 
0.05 CG11533-PD 1585 314558 324274 0 4.321980.322272.4.321792.322095 4 321980 322272 4 321792 322095 | 11 
0.77 CG6834-PA 1594 13586210 13589650 1 3.13588584.13588868.3.13585813.13586064 3 13588584 13588868 3 13585813 13586064 | 4 
